"","DEVICE_TYPE_W114","LANG_W114","FORM_W114","XRELIG_W114","CONF_a_W114","CONF_b_W114","CONF_c_W114","CONF_d_W114","CONF_e_W114","CONF_f_W114","CONF_g_W114","CONF_i_W114","CONF_j_W114","WINLOSE_W114","SCI_US1_W114","SCI_US2_W114","SCI_US3_W114","POLICY1_W114","POLICY1B_W114","POLICY2_W114","POLICY3_W114","MH_TRACK_a_W114","MH_TRACK_b_W114","MH_TRACK_c_W114","MH_TRACK_d_W114","MH_TRACK_e_W114","COVIDEGFP_a_W114","COVIDEGFP_b_W114","COVIDEGFP_c_W114","COVIDEGFP_d_W114","COVIDEGFP_g_W114","FAUCI_W114","CVDVAR2_W114","MH_TRACK_CV_W114","HLTHOFCL1_CREDIT_W114","HLTHOFCL1_OWNVIEWS_W114","HLTHOFCL1_UNPREPARED_W114","HLTHOFCL1_SLOW_W114","HLTHOFCL1_ASWELL_W114","HLTHOFCL1_FACTS_W114","HLTHOFCL1_DISMISS_W114","HLTHOFCL1_INTERFERE_W114","HLTHOFCL2_W114","CVD_PROBS_PARTISAN_W114","CVD_PROBS_COMPLEX_W114","CVD_PROBS_NOCOMPLY_W114","CVD_PROBS_FALSEMIS_W114","CVD_PROBS_OVEREAX_W114","COVID_INFECT_a_W114","COVID_INFECT_b_W114","COVID_VAXDMOD_W114","COVID_BOOST_W114","VAXBOOST3_W114","UKRFOL_W114","UKR_SPRT_W114","UA_CONC_a_W114","UA_CONC_b_W114","UA_CONC_d_W114","UA_CONC_e_W114","UA_CONC_f_W114","CHURCHPOL_W114","REL1_W114","REL2_W114","DIVRELPOP_W114","KEEPOUT_W114","CHURCH_CAND_W114","RELIG_INFL1_W114","RELIG_INFL2_W114","RELIG_FRIENDLY_a_W114","RELIG_FRIENDLY_b_W114","RELIG_FRIENDLY_c_W114","RELIG_FRIENDLY_d_W114","SCOTUS_REL_W114","SCOTUS_RELa_W114","SCTEFFECT_a_W114","SCTEFFECT_b_W114","SCTEFFECT_c_W114","SCTEFFECT_d_W114","SCTEFFECT_e_W114","RELFAV_a_W114","RELFAV_b_W114","RELFAV_c_W114","RELFAV_d_W114","RELFAV_e_W114","RELFAV_f_W114","RELFAV_i_W114","REL4_a_W114","REL4_b_W114","REL4_c_W114","REL4_d_W114","REL4_e_W114","REL4_f_W114","REL4_i_W114","ESSENT_a_W114","ESSENT_b_W114","ESSENT_g_W114","ESSENT_h_W114","ESSENT_i_W114","ESSENT_j_W114","ESSENT_k_W114","BIBLE_INFL1_W114","BIBLE_INFL2_W114","NATCHRa_W114","NATCHRb_W114","NATCHRc_W114","NATCHROE1_W114","NATCHROE2_W114","NATCHROE3_W114","CHRNAT1a_W114","CHRNAT1b_W114","CHRNAT1OE1_W114","CHRNAT1OE2_W114","CHRNAT1OE3_W114","CLIN_TRIAL1_W114","CLIN_TRIAL2_W114","RQ2_F1A_W114","RQ2_SCI_W114","MPX_HEARD_W114","MPX_PERF_W114","MPXTHREAT_MPUBHLTH_W114","MPXTHREAT_MPERSHLTH_W114","MPX_ACTION_W114","MPX_VAX_W114","MHEALTH3_W114","MHEALTH3_W64","MHEALTH3_W66","MHEALTH3_W83","CHRNATa_W84","CHRNATb_W84","CHRNATc_W84","F_METRO","F_CREGION","F_CDIVISION","F_USR_SELFID","F_AGECAT","F_GENDER","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_HISP_ORIGIN","F_YEARSINUS_RECODE","F_RACECMB","F_RACETHNMOD","F_CITIZEN","F_BIRTHPLACE","F_MARITAL","F_RELIG","F_BORN","F_RELIGCAT1","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_PARTYSUMIDEO_FINAL","F_INC_SDT1","F_REG","F_IDEO","F_INTFREQ","F_VOLSUM","F_INC_TIER2","WEIGHT_W114","trust","COVID_vaccinated"
"9790",2,1,1,1,3,3,3,3,3,2,0,2,2,99,1,1,2,2,NA,2,3,2,2,1,4,1,3,3,NA,2,2,3,2,1,2,3,3,4,NA,NA,NA,NA,3,1,3,1,1,1,2,3,1,2,1,1,3,2,4,2,1,3,1,1,2,3,1,2,2,3,99,99,99,99,2,1,1,3,3,3,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,1,2,1,4,NA,2,2,2,44,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,3,3,2,4,1,NA,NA,NA,NA,NA,NA,1,2,3,3,3,1,3,2,2,NA,1,1,1,1,1,1,1,2,1,1,4,99,9,9,6,99,3,2,1,2,0.961110182078741,"N","Y"
"9791",2,1,2,10,3,3,2,4,4,2,2,2,2,2,2,1,2,NA,2,1,1,2,4,4,1,4,3,NA,4,4,2,2,2,1,NA,NA,NA,NA,4,5,5,1,3,1,1,1,1,1,2,3,1,2,1,3,3,1,2,1,2,2,1,2,2,1,1,2,1,2,3,1,2,1,2,1,1,2,2,2,2,3,3,3,3,3,3,3,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,5,98,NA,NA,1,1,0,2,3,4,2,3,2,2,3,NA,NA,NA,NA,NA,NA,1,4,9,2,2,1,3,1,2,NA,1,1,1,1,1,6,10,NA,3,6,4,2,2,4,3,1,4,1,2,2,1.17914393766188,"N","Y"
"9792",2,1,1,10,3,4,1,2,2,1,0,2,1,2,3,1,3,1,NA,2,1,3,1,1,3,4,4,4,NA,3,3,4,2,1,1,4,1,3,NA,NA,NA,NA,2,1,1,1,1,1,2,2,1,2,1,4,4,1,5,3,1,5,3,2,2,2,1,2,2,2,2,1,2,1,2,3,3,1,1,2,1,3,5,6,3,3,2,3,2,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,3,5,3,3,2,3,2,NA,NA,NA,NA,NA,NA,1,2,3,1,1,1,2,3,2,NA,1,4,4,1,1,2,10,NA,3,6,4,1,1,2,2,1,3,2,2,2,1.04875478514999,"N","Y"
"9793",2,1,2,12,4,3,1,4,3,1,1,2,1,2,3,1,3,NA,2,2,1,2,2,1,2,4,4,NA,4,4,2,4,1,1,NA,NA,NA,NA,3,3,4,1,3,1,2,1,1,1,2,2,3,2,NA,5,4,4,4,4,3,3,1,2,2,3,1,1,2,3,2,2,2,2,2,1,2,3,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,1,0,2,3,4,1,3,2,3,2,NA,NA,NA,NA,NA,NA,1,1,2,2,4,1,3,2,2,NA,1,1,1,1,1,3,12,NA,3,6,1,NA,1,1,1,1,2,2,2,1,0.545560661353748,"N","N"
"9794",2,1,1,1,3,1,1,2,3,1,0,1,2,2,1,1,3,1,NA,2,3,1,1,1,2,3,2,4,NA,2,2,1,2,1,1,3,1,1,NA,NA,NA,NA,4,1,2,1,1,4,3,3,1,1,1,1,3,4,4,2,2,2,1,3,3,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,4,3,3,3,3,3,3,1,1,1,1,2,1,1,2,3,2,2,2,2,3,4,NA,1,1,2,50,60,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA,1,4,8,1,3,2,3,2,2,NA,1,1,1,1,1,1,1,2,1,5,3,2,2,3,99,1,3,1,2,99,0.494944080218838,"N","Y"
"9795",2,1,2,2,3,2,2,1,2,1,1,2,3,2,2,2,3,NA,2,1,1,3,2,2,3,2,3,NA,2,2,1,2,2,1,NA,NA,NA,NA,3,4,3,3,1,2,2,1,1,2,3,4,1,2,1,4,2,1,2,1,2,2,1,2,2,3,1,2,2,2,2,2,3,3,2,1,1,3,2,1,2,3,2,6,3,3,6,6,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,2,0,2,4,2,2,3,2,4,2,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,3,2,NA,1,1,1,1,1,2,2,2,2,4,99,2,2,3,1,1,3,1,2,1,0.983435090232699,"N","Y"
"9796",2,1,1,2,4,2,2,2,3,3,0,2,3,2,1,1,2,2,NA,1,3,2,2,2,3,4,1,2,NA,2,2,1,2,1,1,4,4,2,NA,NA,NA,NA,2,1,2,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,3,1,2,2,2,2,3,1,3,2,1,2,2,2,2,2,6,2,6,6,6,6,6,2,1,2,1,2,2,2,1,1,2,2,1,2,1,4,NA,2,2,2,31,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,5,1,1,1,2,2,NA,NA,NA,NA,NA,NA,1,2,3,1,4,2,2,3,2,NA,1,2,2,1,1,1,2,2,2,6,99,2,2,3,5,1,3,1,2,2,0.475082163110229,"N","Y"
"9797",1,1,1,1,3,4,2,2,2,3,0,2,1,2,1,2,3,2,NA,2,2,2,1,1,2,1,4,2,NA,4,3,2,2,1,4,5,5,5,NA,NA,NA,NA,4,1,1,2,1,1,3,4,1,2,2,3,1,3,3,2,3,2,2,1,2,2,2,1,2,2,3,1,3,1,1,3,2,3,1,3,3,1,3,3,3,4,3,4,1,1,2,1,2,1,1,1,1,2,3,2,2,1,1,1,1,2,1,70,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4,3,3,2,4,1,NA,NA,NA,NA,NA,NA,1,3,6,3,4,2,2,3,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,99,1,1,2,1,99,0.395395452940324,"N","Y"
"9798",1,1,2,1,4,4,2,2,2,2,2,4,2,2,1,1,3,NA,3,1,3,2,3,2,1,1,3,NA,4,3,2,2,2,1,NA,NA,NA,NA,4,2,1,3,4,2,3,4,3,1,4,4,3,3,NA,3,2,4,3,2,1,3,2,1,2,2,1,2,2,2,3,1,3,1,1,2,1,1,1,1,1,1,5,5,2,5,5,5,1,1,2,2,2,2,1,1,1,99,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,1,1,0,2,2,2,3,3,2,3,2,NA,NA,NA,NA,NA,NA,1,3,5,2,2,1,1,6,1,3,1,1,3,1,1,1,1,1,1,1,1,NA,1,1,8,1,2,1,1,2,0.873387049969769,"N","N"
"9799",2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,NA,3,1,1,2,2,4,2,3,2,NA,2,2,2,3,1,1,NA,NA,NA,NA,3,3,3,1,2,1,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,99,NA,NA,NA,NA,NA,NA,3,3,23,NA,NA,1,1,0,2,3,3,1,1,1,1,3,NA,NA,NA,NA,NA,NA,1,3,6,2,4,2,1,5,2,NA,1,2,2,1,1,3,1,1,1,1,99,99,9,9,4,1,4,5,1,2,0.307099931152233,"Y","Y"
"9800",2,1,2,12,3,3,1,3,2,1,1,2,3,1,1,1,2,NA,3,1,1,2,2,2,4,3,4,NA,3,4,2,2,1,1,NA,NA,NA,NA,5,2,3,4,3,2,1,3,2,4,2,1,3,3,NA,2,1,1,5,5,1,5,3,3,3,3,2,1,2,2,3,1,3,2,2,2,3,3,3,2,1,3,1,3,3,1,3,3,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,1,0,2,2,4,1,1,2,4,2,NA,NA,NA,NA,NA,NA,1,2,4,1,2,1,3,2,2,NA,1,2,2,1,1,1,12,NA,3,4,1,NA,1,2,1,1,3,1,1,1,1.78589917359063,"N","N"
"9801",1,1,2,1,4,4,3,3,99,2,2,3,3,2,1,1,3,NA,3,1,3,1,3,3,1,3,3,NA,3,4,2,3,2,1,NA,NA,NA,NA,3,1,2,3,3,1,1,2,1,2,3,2,1,1,2,2,2,3,2,4,4,1,3,1,3,2,1,2,2,3,3,1,3,2,2,3,3,3,2,3,1,4,3,4,2,3,3,2,1,1,2,1,1,1,1,1,2,3,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,3,5,41,11,NA,2,1,0,2,4,3,3,3,2,3,2,NA,NA,NA,NA,NA,NA,1,4,8,2,2,1,1,5,2,NA,1,1,1,1,1,6,1,1,1,5,4,99,9,9,9,1,3,1,1,3,0.856117513723244,"N","Y"
"9802",1,1,2,12,3,2,1,4,3,1,1,1,2,2,1,1,2,NA,2,2,1,1,1,1,2,2,2,NA,2,2,2,3,2,1,NA,NA,NA,NA,2,4,4,3,3,1,3,2,1,4,2,3,1,1,1,3,3,2,1,1,3,2,1,2,3,3,1,2,1,2,2,1,2,1,2,1,1,3,2,3,3,5,5,4,3,5,1,4,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,5,2,NA,NA,1,1,0,1,2,3,2,3,2,5,1,NA,NA,NA,NA,NA,NA,1,2,3,2,3,2,2,4,2,NA,1,1,1,1,1,2,12,NA,3,6,3,2,2,3,2,1,3,1,1,2,0.261912022510479,"N","Y"
"9803",2,1,1,5,1,2,1,1,2,1,0,2,2,2,1,1,2,1,NA,1,1,4,4,4,2,3,2,2,NA,3,2,1,2,2,2,1,1,1,NA,NA,NA,NA,2,1,3,1,1,3,2,4,1,2,1,4,2,1,2,1,1,3,3,1,2,1,2,2,2,2,3,1,2,1,2,1,2,1,2,1,2,2,3,4,1,3,4,3,1,1,2,1,1,1,1,1,2,2,1,1,1,NA,4,NA,1,1,2,20,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,2,2,1,3,NA,NA,NA,NA,NA,NA,2,2,3,3,1,2,2,3,2,NA,1,4,4,1,1,6,5,NA,4,2,2,NA,2,4,1,3,5,1,1,1,1.26579509951856,"Y","Y"
"9804",2,1,2,1,3,3,3,1,3,3,3,2,3,1,1,2,3,NA,3,1,1,3,3,3,3,4,2,NA,3,3,3,4,1,2,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,2,2,3,2,NA,3,1,1,1,1,1,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,3,3,4,3,3,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,1,1,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,2,2,0,2,1,3,1,1,2,4,3,NA,NA,NA,NA,NA,NA,1,2,3,3,2,2,3,2,2,NA,1,2,2,1,1,2,1,1,1,3,2,NA,2,3,1,1,2,1,1,1,0.333513910216077,"N","N"
"9805",2,1,1,1,2,2,1,2,2,1,0,1,2,2,1,1,1,1,NA,1,1,2,2,2,3,2,2,3,NA,2,2,1,1,1,2,3,3,3,NA,NA,NA,NA,1,2,1,1,3,3,1,1,1,1,1,3,1,2,3,3,2,3,2,3,3,3,2,1,1,1,1,3,1,1,1,2,3,3,1,3,1,1,6,6,6,2,5,6,1,2,2,2,1,2,2,1,1,2,1,1,3,1,1,1,2,1,1,1,12,NA,NA,NA,NA,NA,NA,1,2,2,2,3,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,1,2,3,1,3,1,3,2,2,NA,1,2,2,1,1,4,1,2,1,2,2,NA,2,3,1,3,3,2,2,1,2.57927718594605,"Y","Y"
"9806",2,1,2,12,3,3,2,3,4,1,1,3,2,2,1,1,2,NA,3,2,3,2,1,3,1,2,3,NA,4,2,2,3,1,1,NA,NA,NA,NA,2,4,3,1,2,1,1,1,1,1,1,2,1,1,1,4,2,3,1,1,1,1,1,2,3,1,1,1,1,2,2,1,1,1,2,3,1,3,2,3,2,4,5,3,3,3,6,6,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1,0,3,5,5,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,2,3,6,3,3,1,2,3,2,NA,1,2,2,1,1,3,12,NA,3,5,4,2,2,3,4,1,3,2,2,2,0.231598411403882,"N","Y"
"9807",2,1,1,10,3,2,2,4,4,1,0,2,4,99,1,1,2,1,NA,1,1,1,1,2,3,1,3,4,NA,2,2,1,2,1,2,2,3,4,NA,NA,NA,NA,2,1,2,1,1,1,2,3,1,1,1,3,3,4,4,4,4,3,1,2,3,1,1,2,2,1,2,1,2,1,2,1,1,2,2,3,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,2,2,2,25,20,NA,NA,NA,NA,NA,NA,1,1,2,2,4,5,2,3,1,2,1,NA,NA,NA,NA,NA,NA,2,3,5,3,2,1,2,4,2,NA,1,1,1,1,1,6,10,NA,3,6,4,2,2,4,9,1,5,2,1,3,0.19632348163355,"N","Y"
"9808",2,1,1,1,2,2,1,1,2,1,0,1,2,2,2,1,1,1,NA,2,2,2,1,1,2,1,3,2,NA,1,3,1,2,3,1,3,3,3,NA,NA,NA,NA,2,3,4,3,3,3,2,2,2,98,NA,2,2,1,4,3,2,4,2,2,1,2,2,1,1,1,1,3,3,2,1,2,3,2,2,3,1,1,2,3,4,3,2,3,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,99,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,1,3,1,1,1,3,1,NA,NA,NA,NA,NA,NA,1,3,7,3,2,1,1,5,2,NA,1,4,4,1,1,1,1,1,1,2,2,NA,2,3,3,1,3,1,1,1,0.271466591868992,"Y","Y"
"9809",2,1,2,12,3,2,1,3,3,2,2,2,2,2,1,1,3,NA,2,1,3,1,2,1,1,2,2,NA,2,3,1,3,1,1,NA,NA,NA,NA,1,4,2,1,2,1,1,1,1,3,1,2,1,2,1,5,4,4,2,3,2,2,3,3,3,3,1,2,2,3,2,2,2,3,2,1,2,2,2,3,3,2,2,6,6,6,6,6,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1,0,3,3,1,2,2,2,3,1,NA,NA,NA,NA,NA,NA,1,1,1,1,3,2,3,2,2,NA,4,2,2,1,4,3,12,NA,3,6,3,2,2,3,1,1,3,2,2,1,0.290044168652039,"N","Y"
"9810",2,1,1,10,2,2,2,4,3,1,0,2,2,1,2,1,2,1,NA,1,1,4,3,2,2,2,1,2,NA,1,1,1,1,1,3,1,3,1,NA,NA,NA,NA,2,1,2,1,1,4,1,3,1,1,1,3,2,1,2,1,1,1,1,1,3,1,1,2,2,1,2,1,2,2,2,1,1,2,2,3,2,4,3,5,2,2,2,3,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,2,2,2,99,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,3,1,2,2,1,3,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,6,2,NA,1,1,1,1,1,6,10,NA,3,6,2,NA,2,4,1,3,5,1,2,1,0.343333790027099,"Y","Y"
"9811",2,1,1,12,3,3,1,2,2,1,0,1,2,2,1,1,2,2,NA,1,1,2,2,2,3,2,3,3,NA,2,2,3,1,1,2,4,2,3,NA,NA,NA,NA,1,2,1,1,1,2,2,2,1,1,1,2,3,3,2,3,2,2,1,1,2,3,1,2,2,2,1,1,1,1,2,1,1,3,2,3,2,4,3,3,3,3,4,3,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,99,99,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,1,2,4,2,4,2,2,3,2,NA,1,1,1,1,1,3,12,NA,3,6,3,99,9,9,99,1,3,1,1,99,0.333706387058933,"N","Y"
"9812",2,1,2,1,2,2,2,3,2,2,2,2,3,2,1,1,3,NA,2,2,1,3,2,3,2,4,2,NA,3,2,2,3,2,1,NA,NA,NA,NA,3,3,2,2,2,1,2,1,1,2,2,2,1,1,1,4,4,2,3,2,3,5,2,2,1,3,1,2,1,2,1,1,1,1,2,1,1,2,2,3,2,4,6,6,6,6,6,6,1,1,2,1,1,1,1,1,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,1,0,2,2,4,2,3,2,3,3,NA,NA,NA,NA,NA,NA,1,3,5,1,3,2,2,3,2,NA,1,2,2,1,1,6,1,2,1,3,2,NA,2,4,3,1,4,1,1,2,0.21902739337015,"Y","Y"
"9813",2,1,1,11,4,2,3,3,3,2,0,2,3,2,2,1,3,1,NA,1,1,2,1,1,3,3,3,3,NA,3,2,3,2,2,3,99,3,2,NA,NA,NA,NA,2,2,1,2,1,3,3,4,3,3,NA,5,4,3,3,3,3,3,1,1,3,1,1,2,2,1,1,1,1,1,2,1,99,99,2,1,2,4,4,4,3,6,6,6,1,1,1,2,2,1,2,2,2,3,2,1,1,NA,4,NA,2,2,2,98,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,5,2,3,1,4,2,NA,NA,NA,NA,NA,NA,1,4,9,1,2,2,2,3,2,NA,1,4,4,1,1,1,11,NA,4,5,4,2,2,4,99,1,5,2,1,99,0.187826633801895,"N","N"
"9814",1,1,2,1,2,3,1,3,3,2,2,2,2,1,1,1,3,NA,2,2,2,1,1,1,4,1,2,NA,2,3,2,1,2,1,NA,NA,NA,NA,2,4,4,1,2,2,1,1,1,2,2,3,1,1,1,2,2,3,3,3,3,2,1,3,1,1,1,2,2,3,2,2,1,1,2,1,1,3,2,1,2,4,2,4,2,3,3,2,1,1,1,1,1,1,1,1,2,3,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,3,4,3,41,NA,1,2,0,1,3,3,2,2,2,3,1,NA,NA,NA,NA,NA,NA,1,1,2,2,4,1,1,6,2,NA,1,1,1,1,1,2,1,2,1,4,3,2,2,3,9,3,3,2,1,3,0.410990292080774,"Y","Y"
"9815",2,1,1,1,2,2,2,3,3,3,0,2,2,1,2,1,2,2,NA,1,2,1,2,3,3,2,3,2,NA,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,2,3,1,3,4,2,3,1,2,2,2,2,1,2,1,2,2,3,2,1,2,1,1,2,2,2,3,3,3,4,4,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,3,NA,1,1,2,99,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,99,99,99,99,99,2,NA,NA,NA,NA,NA,NA,1,3,5,1,2,2,2,3,2,NA,1,2,2,1,1,1,1,1,1,1,2,NA,2,3,5,1,1,1,1,2,0.501179299960173,"Y","Y"
"9816",2,1,2,2,3,3,4,3,3,1,1,2,3,1,2,1,3,NA,2,2,3,1,1,1,3,2,1,NA,2,2,1,1,2,1,NA,NA,NA,NA,2,4,5,1,2,1,1,1,1,3,3,3,1,1,1,3,3,3,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,4,3,4,3,4,3,3,2,1,1,1,2,1,1,1,2,3,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,2,5,62,NA,NA,1,2,0,2,4,2,2,3,2,3,1,NA,NA,NA,NA,NA,NA,1,3,5,1,4,2,1,6,2,NA,1,1,1,1,1,3,2,2,2,2,2,NA,2,4,3,1,4,2,1,2,0.462966734910314,"N","Y"
"9817",2,1,2,1,3,2,2,2,3,2,2,2,4,1,1,1,1,NA,3,1,1,2,2,2,3,4,2,NA,2,2,3,1,2,2,NA,NA,NA,NA,3,3,2,3,2,2,2,1,3,3,4,3,1,1,1,3,3,2,2,2,2,3,2,2,2,2,2,1,2,2,1,3,2,2,2,3,3,2,2,3,2,3,3,4,4,4,5,4,1,1,2,2,1,1,2,99,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,3,3,98,NA,NA,2,2,0,3,3,4,2,1,1,2,3,NA,NA,NA,NA,NA,NA,2,3,5,1,3,2,3,1,2,NA,1,2,2,1,1,1,1,1,1,4,2,NA,2,3,1,1,3,2,2,1,1.12280398939301,"N","Y"
"9818",2,1,1,1,3,2,3,3,4,1,0,3,4,1,1,1,2,1,NA,2,1,4,4,3,2,3,1,4,NA,3,2,1,1,1,1,1,1,1,NA,NA,NA,NA,2,1,3,1,1,4,1,2,1,1,1,2,3,1,3,1,1,3,1,2,2,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,2,5,4,3,1,1,2,3,1,1,1,1,2,1,1,1,2,3,2,2,2,1,4,NA,2,1,2,20,25,NA,NA,NA,NA,NA,NA,1,1,2,2,2,3,2,2,1,1,3,NA,NA,NA,NA,NA,NA,1,3,5,2,1,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,6,2,NA,2,4,2,1,5,1,1,1,1.17372768345337,"N","Y"
"9819",2,1,1,1,1,2,2,1,1,1,0,1,2,2,1,2,3,1,NA,1,3,4,4,2,4,4,3,3,NA,2,3,1,1,3,5,5,5,5,NA,NA,NA,NA,1,1,1,1,1,1,1,1,3,2,NA,4,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,3,3,1,3,3,6,6,3,3,6,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,4,1,1,2,2,3,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,2,3,2,NA,1,2,2,1,1,6,1,2,1,2,2,NA,2,3,1,1,3,1,2,1,0.698911768315104,"Y","N"
"9820",2,1,2,10,3,3,2,3,3,1,1,1,2,2,1,1,3,NA,2,1,1,2,2,1,3,3,2,NA,2,2,2,3,2,1,NA,NA,NA,NA,3,4,3,2,2,1,2,2,2,3,3,3,1,2,1,4,3,2,3,2,3,3,1,2,3,1,1,2,2,3,2,1,1,1,2,1,1,2,2,3,2,4,4,4,3,6,3,6,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1,0,2,3,5,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,3,5,2,2,2,2,3,2,NA,1,1,1,1,1,2,10,NA,3,6,3,2,2,4,99,1,4,1,2,99,0.355791991360481,"N","Y"
"9821",2,1,2,2,3,2,3,4,2,3,3,3,3,2,2,2,3,NA,2,1,2,3,2,3,2,3,4,NA,3,3,3,1,2,2,NA,NA,NA,NA,4,4,4,4,3,1,1,1,1,1,3,2,1,3,2,5,2,4,5,5,5,4,2,1,2,1,2,1,1,1,1,3,2,2,2,1,2,2,2,1,2,6,4,6,6,4,6,6,2,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,2,0,1,4,4,3,3,2,4,3,NA,NA,NA,NA,NA,NA,1,3,7,2,2,2,2,3,1,1,1,1,3,1,1,1,2,2,2,4,2,NA,2,4,6,1,5,1,2,2,0.660523832228076,"N","Y"
"9822",1,1,2,1,2,3,2,2,2,2,2,2,2,1,2,1,1,NA,2,1,1,2,2,2,2,1,2,NA,2,2,2,1,1,2,NA,NA,NA,NA,2,2,2,2,2,3,3,3,3,3,3,3,3,2,NA,4,3,3,4,4,3,3,3,2,2,2,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,1,0,2,2,2,2,3,2,3,2,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,2,4,2,NA,1,2,2,1,1,6,1,1,1,5,2,NA,2,4,1,1,4,2,2,1,0.441838989513715,"Y","N"
